GeneSymbol,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,SpeciesPrefix,LGroup,GeneLabel
group_10389,-0.148642,0.073761,0.037222,0.200067,-0.092724,-0.197502,-0.058581,-0.119315,0.049541,-0.167004,-0.174244,0.117406,0.194208,0.152312,-0.082331,-0.15523,0.206566,-0.22453,-0.076391,0.050527,0.158602,0.142404,-0.119748,-0.077999,-0.123421,-0.022885,-0.156783,-0.123978,-0.16544,-0.050125,0.074534,-0.177166,0.032347,-0.121698,0.265771,-0.169697,0.107917,-0.051049,0.17851,0.270176,0.059776,-0.11939,-0.120835,0.155374,-0.14206,0.062615,-0.097093,0.241927,0.101073,-0.041925,-0.180736,-0.007155,-0.048719,-0.210858,-0.160072,-0.023449,0.171574,-0.140085,-0.251332,0.248243,-0.02603,-0.040619,0.11537,0.096008,-0.075858,-0.127926,-0.114783,0.108047,-0.104928,0.076103,0.025363,-0.069367,0.038232,-0.052398,0.065659,-0.197248,-0.09137,0.146001,0.169971,0.033542,0.171033,-0.008743,-0.188662,0.293603,-0.08707,0.029647,-0.064587,0.040198,-0.208581,0.048615,0.12799,0.213178,-0.287792,-0.046643,-0.142079,-0.091936,-0.152171,-0.029876,0.133096,0.225564,0.291926,-0.119737,-0.123421,0.034033,-0.124918,0.05169,-0.182712,0.117543,-0.154543,-0.079735,-0.011211,-0.067268,-0.100343,0.169632,-0.254133,-0.19262,-0.05238,-0.026789,-0.10991,-0.17846,0.259955,0.035553,0.076781,-0.101893,0.203586,0.045966,-0.183708,0.141708,ES,1,1
group_10067,0.203797,-0.102583,-0.04083,-0.124438,0.287571,-0.034382,0.105775,0.116922,-0.219685,0.236638,0.204805,-0.13707,0.003,-0.133806,0.020147,0.092708,-0.225696,0.299737,0.202047,0.034204,-0.058548,0.017405,0.112866,0.121116,0.138797,0.058599,-0.022021,0.084844,0.089282,0.107708,-0.041718,0.015878,-0.127411,0.13506,0.001697,0.095221,-0.133573,-0.022959,-0.118564,-0.206157,-0.141524,0.11454,0.130203,-0.252345,0.140915,-0.001324,0.132514,-0.206028,-0.083351,0.270284,0.277554,0.079671,-0.223187,0.07175,0.010744,-0.055519,-0.081462,0.137164,0.006197,-0.077563,0.171252,-0.23411,-0.259874,-0.041769,0.199784,0.23246,0.226773,-0.054987,0.141719,-0.108834,0.032104,-0.259449,0.043441,0.103672,-0.242956,0.230325,0.116396,-0.027358,-0.042975,-0.194304,-0.141315,-0.205056,0.130655,-0.019451,0.267841,-0.06686,0.218095,-0.033437,-0.005265,-0.047731,-0.233697,-0.132274,0.289967,-0.205302,0.202163,0.120832,-0.00838,-0.179909,-0.241703,-0.287811,-0.204556,0.015409,-0.060464,-0.227232,0.183415,-0.175612,0.105138,-0.226813,0.187505,0.197617,0.194842,0.162759,0.226738,-0.213126,0.086794,0.16859,0.211758,-0.129464,0.172211,0.106511,-0.110165,0.125706,-0.151173,0.081432,-0.05779,-0.090669,0.075514,0.00682,ES,0,0
group_10397,-0.067474,0.147488,0.076359,0.090483,-0.183617,0.000347,-0.17876,-0.089536,0.08414,-0.024407,-0.081567,0.135843,0.103868,0.048291,-0.048239,-0.239253,0.113633,-0.038604,0.050107,-0.070578,0.265104,0.104946,-0.191748,-0.192794,-0.263316,-0.099641,-0.266623,-0.197207,0.002449,-0.147393,-0.022022,-0.087097,0.07571,-0.095372,0.190229,-0.14699,0.077353,0.136891,-0.012745,0.071966,0.100442,-0.131789,-0.048794,0.021464,-0.150032,0.106634,-0.122682,0.053892,0.049088,0.003525,-0.135377,-0.116581,0.180702,-0.205177,-0.112828,-0.073495,0.01486,-0.07837,-0.106479,0.212191,-0.136049,0.128085,0.169572,0.154374,-0.242254,-0.081758,-0.083138,0.158085,-0.000318,0.075355,-0.223968,0.275541,0.018374,-0.172568,0.222095,0.02739,0.00198,0.085664,0.136122,0.192071,0.066277,0.076488,-0.097641,0.226382,-0.208459,0.098849,-0.114856,0.225313,-0.046902,0.224487,0.04696,-0.033384,-0.213969,0.154153,-0.162979,-0.092939,-0.08647,-0.002712,0.114951,0.231458,0.175271,-0.217889,-0.140815,0.102602,0.026372,0.059082,-0.194267,0.060729,-0.012712,-0.030248,-0.117661,-0.079148,-0.209357,0.141801,-0.126044,-0.219313,-0.108159,0.170019,-0.182138,-0.116704,-0.035569,-0.085371,0.127489,-0.065921,0.156185,-0.044879,-0.070071,0.025552,ES,1,0
group_10234,0.11746,-0.133793,-0.133596,-0.101496,0.021098,0.08478,0.166507,0.128756,-0.176508,0.109847,0.257803,-0.064655,-0.144415,-0.093103,0.291188,0.119843,-0.260424,0.218455,0.233162,0.022697,-0.039623,-0.043131,0.115657,-0.049366,0.158163,0.118819,0.121694,0.113725,0.052636,0.081527,-0.024196,0.157725,-0.138599,0.091381,-0.166989,0.074218,-0.002714,-0.170521,-0.120358,-0.046861,-0.254522,0.097545,0.259585,-0.157345,0.040329,-0.190282,0.266368,-0.245478,-0.073101,0.131505,0.07464,0.10689,-0.097964,0.086795,0.016718,0.032043,-0.103684,0.283542,0.190723,0.016995,0.05227,-0.069522,-0.046499,-0.219532,0.021908,0.143119,0.158123,-0.2492,0.053826,-0.277646,0.115615,-0.096713,-0.181512,0.219312,0.009163,0.150776,0.075356,-0.141158,-0.105635,-0.043384,-0.255556,-0.118819,0.036365,-0.185591,0.018993,-0.133961,0.142348,-0.043635,0.282215,-0.231073,-0.077561,-0.12869,0.069293,-0.073161,0.072881,0.05874,0.123039,-0.076322,-0.236407,-0.276976,-0.068656,0.163423,0.138735,-0.125364,0.189892,-0.031952,0.205061,0.029221,0.100423,0.194081,0.249727,0.272675,0.194054,-0.076032,-0.05704,0.254835,0.176907,-0.067161,0.135602,0.168924,-0.025049,0.119769,-0.061713,-0.033038,0.020165,0.03019,0.280603,-0.186049,ES,0,0
group_10398,-0.190869,0.135363,0.098236,0.114152,-0.08067,-0.065223,-0.072018,-0.278118,0.149672,-0.075526,-0.153714,0.151604,0.025179,0.228774,-0.274226,-0.174005,0.174419,-0.218599,-0.174562,-0.253307,0.162812,0.201696,-0.057947,-0.163467,-0.081333,-0.262317,0.002509,-0.105067,-0.077628,-0.257733,0.024445,-0.120783,0.279763,-0.111776,0.095138,-0.025615,0.108534,0.210573,0.009277,0.213569,0.282848,-0.13747,-0.183439,0.02587,-0.094972,0.059558,-0.081034,0.224606,0.268591,0.013874,0.006593,-0.084816,0.23302,0.017467,-0.076773,-0.092701,-0.018027,-0.22125,-0.188354,0.263909,-0.066634,0.056846,-0.034183,0.030341,0.005092,-0.09943,-0.149048,0.171019,-0.241527,0.141496,-0.145636,0.032003,0.165551,0.045508,0.066205,-0.012257,-0.167506,0.16109,-0.03069,0.176303,0.009858,0.098086,-0.112395,0.195838,-0.091489,0.066114,-0.20104,-0.054815,-0.133154,0.045474,0.028185,0.164441,-0.058397,0.198923,-0.067838,-0.157353,-0.130303,0.071469,0.082268,0.039552,0.14404,-0.193437,0.000345,-0.013662,-0.047747,0.112264,-0.074467,0.080999,-0.017264,0.02223,-0.0724,-0.014549,-0.12267,0.157995,-0.050374,-0.081027,-0.1697,0.114457,-0.152632,-0.049869,-0.007258,-0.103818,0.215925,-0.143323,0.171022,0.002787,-0.113442,0.001266,ES,1,0
group_10306,0.076669,0.001423,-0.211891,-0.088427,0.019451,0.239343,0.114047,0.18205,-0.195162,0.086501,0.260065,-0.056014,-0.07787,-0.106062,0.173814,0.209536,-0.115976,0.139209,0.064758,0.080025,-0.191498,-0.272789,0.174227,0.119549,0.208558,0.220511,0.162257,0.024785,0.258285,0.204992,-0.172944,0.045872,0.031966,0.193909,-0.181659,0.070651,-0.07773,-0.150147,-0.185493,-0.056254,-0.048397,0.023063,0.135551,-0.125909,0.115624,-0.085062,0.045942,-0.058558,-0.220654,0.126575,0.126684,0.092004,-0.111115,0.236198,0.038411,0.218889,-0.18485,0.069818,0.094255,-0.017449,0.100289,-0.103927,-0.065407,-0.147489,0.145949,0.030283,0.081435,-0.218707,0.176543,-0.167191,0.115755,0.043682,-0.252249,0.016615,-0.042116,0.049925,0.16026,-0.144282,-0.088676,-0.218277,-0.093102,-0.125971,0.070563,-0.084962,0.279991,0.055716,0.222188,0.005598,0.014701,-0.015212,-0.125713,-0.068455,0.192789,-0.025448,-0.015129,0.176651,0.077692,-0.103925,-0.042637,-0.204327,-0.089597,0.104809,0.190008,-0.061507,0.059411,-0.119144,0.178196,-0.204336,0.250668,0.180157,0.074298,-0.030816,0.152392,-0.093605,-0.054014,0.03249,0.27288,-0.038488,0.231632,0.190901,-0.118154,-0.018051,-0.122311,0.158872,-0.14739,-0.216625,0.098121,-0.150867,ES,0,0
group_10399,-0.112333,0.107961,0.161937,0.115506,-0.265572,0.06577,-0.105779,-0.252177,0.023636,-0.013306,-0.080316,0.176612,0.135663,0.047445,-0.137129,-0.053105,0.118105,-0.179241,-0.116039,-0.017489,0.226587,-0.042321,-0.063151,-0.010541,-0.212248,-0.079944,-0.19349,-0.172539,-0.150951,-0.146602,0.171228,-0.024308,0.061348,-0.239224,0.116018,-0.168436,0.026153,0.072657,0.151815,-0.019357,0.034824,-0.169714,-0.111904,0.074037,-0.154024,0.047752,-0.107119,0.270222,0.100601,-0.115671,-0.125574,-0.056835,0.035325,-0.190601,-0.152451,-0.107645,0.172925,-0.28394,-0.19618,0.111798,0.003261,0.229743,0.132402,0.127005,-0.08442,0.067629,-0.031926,-0.005743,-0.092486,0.194814,-0.123062,0.033946,0.078459,-0.023465,0.165519,-0.044258,-0.089954,0.231076,0.097451,0.127807,0.190357,0.217882,-0.219211,0.042313,-0.139165,0.172972,-0.155497,0.234665,-0.222122,0.024626,0.161492,0.121793,-0.113252,-0.013634,-0.174318,-0.03252,-0.043762,0.018914,0.234672,0.15148,0.039236,-0.0489,-0.054081,0.084047,-0.120883,0.092292,-0.090345,0.131498,-0.027394,-0.16545,0.012335,-0.075305,-0.11357,0.026103,-0.132299,-0.250806,-0.135521,0.181217,-0.071867,-0.163241,0.068992,0.022322,0.15382,-0.18178,0.059655,0.141647,-0.108184,0.012911,ES,1,0
group_10308,0.091369,-0.092746,-0.04864,0.014416,0.056934,0.12723,0.025804,0.09236,-0.135226,0.247871,0.089738,-0.058207,-0.152034,-0.252685,0.139837,-0.019614,-0.12291,0.192057,0.132921,-0.038537,-0.217089,-0.202215,0.234924,0.12295,0.142703,0.138791,0.045015,-0.006114,0.108812,0.220605,-0.053289,0.017633,-0.083335,0.063729,-0.216544,-0.092229,-0.10308,-0.189597,-0.171921,-0.113306,0.089596,0.229809,0.055853,-0.011986,0.086532,-0.078867,0.133782,-0.068848,-0.161318,-0.009419,0.189968,0.13295,-0.017837,0.119504,0.162762,0.062457,-0.160184,-0.037374,0.196259,-0.077583,-0.030631,-0.056273,-0.097449,-0.037346,0.169363,0.225675,-0.039465,-0.24746,0.001659,-0.018594,0.126083,-0.13007,-0.037703,0.099662,-0.143003,0.096864,0.097203,-0.129727,-0.09031,-0.178531,-0.202088,-0.115524,-0.072598,-0.045655,0.019061,-0.120524,0.272045,0.003258,0.035308,-0.224771,-0.071564,-0.021158,0.030188,-0.203373,0.110008,0.089677,0.208575,-0.022235,-0.116023,0.043117,-0.103227,0.131038,-0.031274,-0.117576,0.144756,-0.204357,0.045686,-0.049807,0.257071,0.116194,0.132822,0.022343,0.084144,-0.160231,-0.022441,0.099417,-0.086622,-0.057933,0.155702,0.1457,-0.021301,0.12542,-0.106147,0.131554,-0.135487,0.057391,0.23316,-0.024028,ES,0,0
group_10400,-0.017391,-0.011109,0.224162,0.10041,-0.074758,-0.219003,-0.20543,-0.08393,0.020726,-0.04976,-0.165076,0.201013,0.17864,-0.046027,0.01404,-0.076943,0.207291,-0.140635,-0.156157,-0.143812,0.140487,0.136477,-0.086948,-0.228477,-0.027815,-0.025218,-0.117587,-0.117078,-0.156846,-0.141011,0.142012,-0.079534,0.140999,-0.059788,0.193047,-0.023834,0.015999,0.135319,0.111759,0.054998,0.089882,-0.226115,-0.028619,0.229951,-0.189289,0.033442,-0.047954,0.072919,0.128328,-0.059777,0.015892,0.027078,0.069973,-0.088257,-0.1067,-0.281811,0.162452,-0.1586,-0.14427,0.207031,-0.148203,0.257403,0.065867,0.077066,-0.174888,-0.158438,-0.19881,0.259807,0.017755,0.034065,-0.25645,0.030065,-0.036965,-0.243725,0.131486,-0.059985,-0.051706,0.083206,0.105334,0.020039,0.248733,0.061059,-0.163065,0.225327,-0.191658,0.094306,-0.145667,0.049494,-0.166438,0.205851,0.237927,0.037111,0.021269,0.200296,-0.006022,-0.128377,-0.124492,0.067774,0.119621,0.0245,0.146133,-0.152926,-0.139133,-0.002728,-0.278839,0.144151,-0.156701,0.11804,-0.257783,-0.030633,-0.114161,-0.045744,0.00275,0.173398,-0.070835,-0.08832,-0.101045,0.238803,-0.209218,-0.132793,0.203568,-0.197316,0.202837,-0.222884,0.067689,0.031624,-0.127319,0.221672,ES,1,0
group_11418,0.086141,-0.102774,-0.16652,-0.145057,0.163407,0.101407,0.174722,0.032753,-0.111902,0.001619,0.167085,-0.158007,-0.027366,-0.197446,0.190683,0.215167,-0.160547,0.142779,0.143979,-0.020945,-0.208138,-0.195118,0.209768,0.168208,0.217789,0.189189,0.098436,0.15387,0.207529,0.291388,-0.256683,0.091088,-0.126554,0.062933,-0.061453,0.091981,-0.001518,-0.018449,-0.26222,-0.109675,-0.03,0.171935,0.115697,-0.134728,0.283222,-0.166569,0.204908,-0.043845,-0.094154,0.212478,0.07207,0.09978,-0.204771,0.0928,0.133144,0.141259,-0.1135,0.104503,0.086682,-0.027591,0.213204,-0.069088,-0.114483,-0.26962,0.093963,0.181252,0.072212,-0.098545,0.201101,-0.083517,0.041827,-0.096494,-0.138912,0.191687,-0.096771,0.139785,-0.040839,-0.089522,-0.051401,-0.081254,-0.08733,-0.195031,0.143775,-0.216422,0.21425,-0.117626,0.144258,-0.178182,0.125668,0.011079,-0.212297,-0.246351,0.238944,-0.170238,0.187301,0.04774,0.231507,-0.279961,-0.134011,-0.304051,-0.183733,0.136511,0.176266,-0.026582,0.156849,-0.230777,0.050938,-0.10395,0.179881,0.161584,0.151897,0.049181,0.190037,-0.025934,0.213926,0.108608,0.092806,-0.236096,0.1247,0.110197,-0.289984,0.082998,-0.212255,0.06024,-0.023079,-0.091671,0.229329,-0.013852,ES,0,0
group_10569,-0.103705,0.11729,0.099157,0.038451,-0.084539,-0.083453,-0.127956,-0.164168,0.144253,-0.230101,-0.063532,0.187859,0.056098,0.230778,-0.081087,-0.130418,0.103328,-0.234642,-0.167045,-0.140222,0.191451,0.221869,-0.196373,-0.183958,-0.050867,-0.193279,-0.179427,-0.155081,-0.092773,-0.069388,0.158686,-0.076809,0.152572,-0.203116,0.153867,-0.008155,0.16762,0.13635,0.159656,0.075512,0.171329,-0.296771,-0.023724,0.254577,-0.076553,-0.028809,-0.159377,-0.052605,0.08683,-0.116893,-0.082886,-0.08085,0.045363,-0.126027,-0.13126,-0.088208,0.086598,-0.148593,-0.024881,0.044038,-0.164176,0.050515,0.085332,0.207506,-0.102302,-0.17204,-0.07575,0.157176,-0.200847,0.155513,-0.217708,0.141795,0.119927,-0.076496,0.036476,-0.128932,-0.211085,0.147753,0.043266,0.20571,0.192387,0.021803,-0.189492,0.231236,-0.128222,0.079022,-0.21481,0.166993,-0.149891,0.073299,0.246698,0.139199,-0.010849,0.143689,-0.181356,-0.175992,-0.194452,0.152418,0.002919,0.178342,0.264575,0.02871,0.037939,0.208443,-0.032194,0.035628,-0.091872,0.106635,-0.249169,-0.211235,-0.136527,-0.120088,-0.057836,0.21881,-0.119677,-0.122689,-0.204817,0.091786,-0.096591,-0.111406,0.191235,-0.068303,0.125547,-0.105036,0.098993,0.13943,-0.04844,0.144737,ES,1,0
group_118,0.228522,-0.138262,-0.135863,-0.154777,0.129259,0.061556,0.161952,0.218096,-0.031742,0.191357,0.210827,-0.046852,-0.20114,0.011864,0.250441,0.21165,-0.062885,0.057204,0.061801,0.23074,-0.178623,-0.13401,0.091257,0.049511,0.024093,0.051568,-0.03757,0.159869,0.094961,0.152703,-0.170232,0.082445,-0.011451,0.122875,-0.133159,0.081568,-0.114162,-0.274787,-0.092261,-0.083387,-0.073471,0.059308,0.071291,-0.246635,0.102473,-0.140992,0.15683,-0.039878,-0.138788,0.135802,0.254462,0.225672,-0.176314,0.037979,0.024737,0.109716,-0.074725,0.044145,-0.021902,-0.172692,0.265544,-0.254263,-0.005603,-0.153399,0.190785,0.198623,0.102121,-0.116759,0.068475,-0.104705,0.096535,0.018318,-0.286089,0.173532,-0.14735,0.066989,0.049444,-0.082226,0.021013,-0.110201,-0.227861,-0.133575,-0.01578,-0.223912,0.254855,-0.24783,0.209167,-0.110868,0.132009,-0.260494,-0.271073,-0.09307,0.03763,-0.155247,0.225837,0.152314,0.122929,-0.216241,-0.087984,-0.152682,0.019888,0.122801,0.179368,-0.193956,0.212084,-0.15386,0.153498,-0.143557,0.208181,-0.016374,0.034855,0.081927,0.194933,-0.136336,0.090714,0.186012,0.165478,0.001518,0.028824,0.079313,-0.186875,0.081986,-0.081534,-0.007468,-0.154687,-0.248384,0.092087,-0.078505,ES,0,0
group_11284,-0.121369,0.067665,0.206866,0.08977,-0.236886,-0.180128,-0.233572,-0.138657,0.104203,-0.142774,-0.17868,0.168134,0.23812,0.132818,-0.156153,-0.149021,0.23385,-0.003215,-0.133234,-0.062849,0.14774,0.049047,-0.044496,-0.134796,-0.169805,-0.170778,-0.125494,-0.118961,-0.262499,-0.157064,0.061244,-0.088207,0.103013,-0.09981,0.136966,-0.123538,0.124381,-0.031002,0.172636,0.16023,0.109397,-0.01005,-0.139566,0.096301,-0.003254,-0.000799,-0.074721,0.002107,0.071846,0.039942,-0.100283,-0.23732,0.101791,-0.215132,0.004593,-0.154619,0.245905,-0.263564,-0.254217,0.125884,-0.157743,0.111594,-0.03329,0.171764,-0.013992,-0.079357,-0.167766,-0.019914,-0.150135,0.164229,-0.162084,0.085255,-0.029576,-0.186028,0.185875,-0.129796,-0.209425,0.11138,0.284369,0.051309,0.125007,0.021172,-0.229449,0.138504,-0.149352,0.167459,-0.156112,0.095464,-0.074396,0.219819,0.077415,0.080351,-0.131173,0.208307,-0.036288,-0.078946,-0.157751,0.02473,0.02185,0.042333,0.084492,-0.161683,-0.07933,0.153986,-0.067631,0.184326,-0.005359,0.063031,-0.128854,-0.190268,-0.241034,0.005685,-0.210083,0.220371,0.015872,-0.285295,-0.1318,0.153497,0.006537,-0.246618,0.101106,-0.081634,0.171727,-0.127004,0.203333,0.134813,-0.061928,0.228799,ES,1,1
group_1233,0.132459,-0.149339,-0.129297,-0.16528,0.04385,-0.015753,0.21518,0.096426,-0.166059,0.157831,0.154625,-0.133054,-0.094872,-0.191725,0.097011,0.046786,-0.073747,0.075282,0.108351,0.10915,-0.069877,-0.137135,0.08965,0.14285,0.163299,0.163938,0.077477,0.021344,0.060239,0.170904,-0.119905,0.037085,-0.042175,0.115821,-0.079513,0.009591,0.008046,-0.117613,0.005301,-0.153509,-0.235737,0.231961,0.199623,-0.112102,0.153821,-0.162276,0.002858,-0.124396,-0.182587,0.208994,0.066929,0.186878,-0.259281,0.009969,0.233703,0.04816,-0.166087,0.060811,0.128967,-0.110411,0.173342,-0.032458,-0.040007,-0.263894,0.165839,0.207717,0.081013,-0.096974,0.062135,-0.059424,0.110736,-0.165941,-0.10816,0.243799,-0.161508,0.095727,0.186208,-0.095481,0.039879,0.017619,-0.190997,-0.181216,0.099637,-0.185522,0.12993,-0.192889,0.152436,-0.139133,-0.005043,-0.025584,-0.200996,-0.130094,0.197622,-0.145564,0.25499,0.09818,0.171124,-0.011593,-0.193652,-0.026168,0.027836,0.183989,0.061562,-0.04021,0.250165,-0.160301,0.020491,-0.279578,0.096081,0.079367,0.075946,0.120867,0.281914,-0.143887,0.226717,0.106482,0.183064,-0.029072,-0.018224,-0.074987,-0.039791,0.130169,-0.2379,0.034853,-0.223431,-0.091081,0.0555,-0.09821,ES,0,0
group_11313,-0.030844,0.260096,0.088008,0.143897,-0.20444,-0.058132,-0.022195,-0.171569,0.140881,-0.009305,0.00057,0.104879,0.149744,0.253599,-0.154039,-0.099957,0.074089,-0.085422,-0.113965,-0.099428,0.238332,0.163934,-0.051835,0.00321,-0.104268,-0.09159,-0.148271,-0.122848,-0.123492,-0.102632,0.120554,-0.16029,0.199211,-0.267237,0.195869,-0.175402,-0.007974,-0.038853,0.223687,0.220853,-0.053706,-0.213943,-0.23429,0.233205,-0.096963,0.051433,-0.086966,0.248201,0.196373,-0.162443,-0.093838,-0.085321,0.145024,-0.129018,-0.03494,-0.01529,0.135947,-0.13699,-0.03313,0.175818,-0.184309,0.048807,0.123954,0.134872,-0.104561,0.027079,-0.206931,0.114445,-0.166299,0.073133,0.034404,0.134609,0.032916,-0.163156,0.281538,-0.101625,-0.141128,0.047269,-0.019198,0.061988,0.074308,0.010217,-0.108855,0.145026,-0.16325,0.204349,-0.254603,0.014103,-0.100718,0.098844,-0.027193,0.137733,-0.167388,0.047951,-0.128026,0.017084,-0.121169,0.104367,0.115432,0.064026,0.187038,-0.055877,-0.182562,0.258139,-0.104445,0.180206,-0.176308,0.07924,-0.119926,-0.171533,-0.041469,-0.268759,-0.159149,0.052831,-0.177329,-0.008799,-0.048509,0.135683,-0.016553,-0.129084,0.082213,-0.154529,0.260558,-0.102189,0.264579,0.172182,-0.106191,0.208798,ES,1,0
group_12473,0.226632,-0.219712,-0.089551,-0.075817,0.280589,0.156431,0.244794,0.16466,-0.124504,0.173578,0.00252,0.009709,-0.181678,-0.223384,-0.056116,0.266247,-0.027782,-0.052475,0.124935,0.027167,-0.121206,-0.034673,0.245457,0.187386,0.04475,0.038565,0.040955,-0.027315,0.111127,0.081105,-0.04432,0.120791,-0.08854,0.233098,-0.034286,0.167774,-0.038625,-0.220791,-0.06964,-0.019873,-0.068687,0.179893,0.070529,-0.292413,-0.017327,-0.116883,0.083891,-0.063885,-0.209675,0.197801,0.222369,0.251063,-0.094637,0.061831,0.259405,0.050133,-0.058681,0.088669,0.16046,-0.069963,0.277878,-0.074741,-0.185594,-0.089141,0.043796,0.138859,0.246932,-0.089121,0.009511,-0.095164,0.202831,-0.196189,-0.215558,0.036536,-0.079434,0.064424,0.129383,-0.218206,-0.190164,-0.192089,-0.085317,0.035025,0.146992,-0.112609,0.283046,-0.224628,-0.009569,0.018605,0.203369,-0.076,-0.110967,-0.089801,0.206425,-0.236216,0.169863,0.191132,0.109019,-0.189851,-0.218589,-0.191113,-0.046644,0.088363,0.133599,0.007298,0.16368,-0.185673,0.211316,-0.077424,-0.025998,0.026406,0.058614,0.099136,0.090144,-0.202465,0.178689,0.113969,0.168369,-0.208725,0.128513,0.128916,-0.208167,0.006754,-0.264869,0.128628,-0.166532,-0.142867,0.204946,-0.201011,ES,0,0
group_11757,-0.005394,0.138257,0.172078,0.079367,-0.2463,-0.049007,-0.159144,-0.043198,0.060607,-0.15955,-0.11368,0.062943,0.049756,0.176632,-0.136755,-0.133288,0.127697,0.005107,-0.030338,-0.082144,0.190343,0.269922,-0.070771,-0.098555,-0.262304,-0.144718,-0.134506,-0.093928,-0.170685,-0.055109,0.036442,-0.146477,0.094401,-0.148015,0.069921,-0.150495,0.032756,0.156062,0.245563,0.061609,0.216103,-0.155301,0.029022,0.16785,-0.207663,0.030346,-0.112312,0.150578,0.232857,0.047073,-0.057439,-0.218018,0.201906,0.025267,-0.139517,-0.021484,0.240702,-0.078532,0.013714,0.08157,-0.180574,0.027544,0.029418,0.140722,-0.130586,-0.144504,-0.252634,0.132478,-0.04448,0.122912,-0.058266,0.079732,0.075833,-0.250911,0.152478,-0.020266,-0.16341,0.196223,0.259594,0.235661,0.127943,0.164669,-0.037576,0.089812,0.030309,-0.027264,-0.093085,0.135144,-0.093945,0.145082,0.082258,0.008826,-0.004208,0.005821,-0.129013,-0.247048,-0.127474,0.137563,0.184935,0.176609,0.089133,-0.230282,-0.129489,0.064454,-0.119699,0.122496,-0.273181,0.195178,0.0334,-0.167236,-0.189536,-0.006017,-0.237959,0.076646,-0.119401,-0.108075,-0.021903,0.022475,-0.007452,-0.122477,0.075247,-0.151489,0.248655,0.018417,0.223164,0.100072,-0.069917,0.116074,ES,1,0
group_12575,0.153076,0.034503,-0.095647,-0.145998,0.258257,-0.00261,-0.022264,0.078208,-0.224597,0.095135,0.255967,-0.050187,-0.064183,-0.074233,0.103686,-0.052915,-0.102222,0.202367,0.127213,0.207856,-0.071368,-0.202275,0.154857,-0.00059,0.128229,0.202898,0.122497,0.057958,0.130396,0.109823,-0.048397,0.218253,-0.131634,0.088103,-0.22139,-0.029152,0.033228,-0.258215,-0.136245,-0.122627,-0.102608,0.043169,-0.044394,-0.053551,0.075007,-0.084763,0.095297,-0.270787,0.001147,0.156571,0.154907,0.098486,-0.093008,0.097788,0.175533,0.10238,-0.205499,0.045271,0.275817,-0.167744,0.089994,-0.051478,-0.010953,-0.152334,0.048525,0.061163,0.085336,0.031009,0.127539,-0.084668,0.169178,-0.16846,-0.206581,-0.011477,-0.133604,0.01177,0.066794,-0.071698,-0.091736,-0.004977,-0.198314,-0.045997,0.17728,-0.113069,0.170569,-0.235174,0.114666,-0.113504,0.118477,-0.248347,-0.104944,-0.259919,0.21703,-0.197035,0.123773,0.062801,0.180064,0.050398,-0.168076,-0.100044,-0.145776,0.220792,-0.044699,-0.130616,0.222761,-0.136598,0.198356,-0.056129,0.039242,0.124464,0.170202,0.094786,0.045606,-0.092693,0.165449,0.076184,0.135115,-0.136751,0.194477,0.217774,-0.063917,0.120517,-0.151601,0.08026,-0.095685,-0.240758,0.129729,-0.037995,ES,0,0
