GeneSymbol,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,SpeciesPrefix,LGroup,GeneLabel
group_4597,0.013384,0.042236,-0.012306,-0.056066,-0.118153,-0.076739,-0.07548,-0.117871,0.142998,0.116057,-0.128434,-0.077708,0.006548,-0.14841,-0.002079,-0.032856,-0.002051,-0.034195,0.10006,-0.134217,-0.0109,-0.055949,0.1648,-0.074425,-0.152099,0.035396,0.17187,0.021094,-0.030935,-0.096635,0.100513,0.091283,-0.086043,-0.116102,-0.041457,-0.126433,0.176616,0.005926,0.089391,-0.039643,0.006982,0.07049,0.04335,-0.052842,-0.152636,0.013752,0.083096,-0.021217,0.119783,0.133682,0.044964,-0.159935,-0.034865,0.007356,-0.073949,-0.077023,-0.023275,-0.00166,0.003648,0.096696,0.074116,-0.046964,0.171892,0.033331,-0.171378,-0.001739,-0.097118,-0.166628,-0.067251,0.043533,0.034298,0.016864,0.096107,-0.15024,-0.054172,-0.147698,0.026722,-0.118901,-0.127044,0.086231,-0.084496,0.009213,0.014922,0.055086,0.113636,0.070057,-0.074439,0.054377,0.014463,0.048372,-0.093957,0.057788,-0.082035,-0.163158,0.021919,-0.105481,0.103645,0.030103,-0.127366,-0.119165,0.149052,-0.058025,0.021802,-0.149282,0.046106,0.058006,-0.166273,-0.071099,0.058936,0.066197,0.037219,0.17574,-0.068053,-0.057787,0.086506,0.032302,-0.110372,0.119738,-0.071738,-0.072842,-0.077185,0.086121,0.027567,-0.034895,-0.096495,-0.025208,-0.162758,-0.072659,EN,0,0
group_3765,0.070418,-0.121864,-0.127254,0.144154,0.004989,0.165763,-0.140881,0.067179,-0.066734,0.023969,0.141565,-0.153897,0.103278,0.118794,0.003439,-0.038825,0.026038,-0.036267,-0.033668,-0.009152,-0.044882,0.058351,0.036028,-0.062645,0.00829,-0.161042,-0.210801,0.024192,0.080957,0.155435,0.039058,-0.029476,-0.005307,0.057294,0.062116,0.086538,-0.03999,-0.117494,0.163531,0.123344,0.061041,0.005967,-0.072009,-0.191989,0.03743,0.008715,-0.157113,-0.015729,0.147067,0.106406,-0.013513,-0.059784,0.119783,0.239804,-0.036529,-0.027004,-0.067303,0.169258,-0.00845,0.106984,0.181952,-0.231408,-0.032498,0.083955,0.002452,0.134919,0.056693,0.121033,-0.028394,0.092642,0.044994,0.047587,0.030034,-0.00776,0.135611,-0.083229,-0.184874,-0.04955,-0.002472,0.152674,-0.100237,-0.033019,-0.05946,0.092813,-0.106592,0.147741,-0.01158,-0.093363,-0.043369,-0.056588,-0.015829,-0.063566,0.085837,-0.099206,0.110203,-0.233525,0.134233,-0.01981,-0.122192,-0.083156,-0.065945,0.036945,-0.058211,-0.158971,0.152571,-0.00451,-0.093715,0.226632,-0.033458,-0.182449,0.040772,-0.121891,0.096537,-0.177802,0.219494,-0.198762,0.040426,0.132845,0.128926,-0.031011,0.018529,0.191176,-0.009201,0.179711,-0.051588,-0.11968,-0.035586,0.027914,EN,1,0
group_4847,0.176482,0.027071,-0.003562,0.154474,0.01712,-0.044442,0.006527,-0.103245,0.030487,0.002246,-0.156739,-0.127777,0.083394,-0.003381,0.098269,0.000967,-0.026336,-0.059736,-0.015684,0.043243,-0.036017,0.084286,0.059374,0.083761,-0.045812,0.048056,-0.021538,0.000378,0.122249,0.085879,0.097977,0.12418,-0.099453,-0.157951,-0.140904,-0.03053,0.005187,0.10678,0.131264,0.006297,-0.01575,0.062858,0.108901,0.137555,-0.138218,-0.010221,0.071927,-0.014284,0.026085,-0.126146,0.138431,0.152638,-0.126334,-0.114961,-0.006752,-0.082359,-0.011487,-0.086766,0.141445,-0.094158,-0.087079,-0.150101,-0.097203,0.150266,-0.115285,-0.167154,-0.001874,0.011195,0.089502,0.123406,0.14208,-0.143904,0.003782,0.030081,0.032593,0.039116,0.140118,-0.064652,0.032916,0.041211,0.146434,0.005149,0.031071,0.134495,-0.128033,0.000775,-0.016664,-0.053773,-0.022633,0.051868,0.121296,-0.055878,0.072202,0.125771,-0.126156,-0.104961,0.163338,-0.114054,-0.168292,-0.016521,-0.081557,0.164791,-0.050614,0.01972,0.166147,0.02667,0.035932,0.027673,-0.043976,0.042957,-0.077611,-0.092089,0.065941,-0.060568,0.006548,0.066919,-0.018124,-0.032531,0.007594,0.044666,0.090022,-0.133174,-0.01256,-0.089007,-0.084598,-0.038226,0.10746,0.043996,EN,0,0
group_3771,-0.151962,-0.180434,-0.044578,0.021093,0.111905,0.028277,-0.139164,0.095104,0.119121,-0.043773,0.087411,-0.137357,-0.051174,0.147041,0.118078,-0.046337,-0.114992,-0.17381,0.006144,-0.024056,0.047286,0.077306,-0.018672,-0.019496,-0.160247,-0.010796,-0.068601,0.028159,0.060804,0.208105,-0.040912,-0.192141,0.163879,-0.162617,0.069322,0.102551,0.056182,-0.152351,0.159407,0.097792,-0.150485,-0.07592,-0.160978,-0.058875,0.074079,-0.122882,-0.107946,-0.025249,0.123234,-0.208873,0.023528,-0.01768,0.002216,-0.005777,0.012531,-0.025378,0.024466,0.019246,-0.036481,0.198897,0.043701,0.067348,0.096066,0.044986,0.141837,-0.047587,-0.004448,-0.011733,-0.094713,0.025483,0.07813,-0.184482,-0.003828,0.046935,0.020103,-0.094023,-0.080969,0.018267,0.084954,0.24479,-0.127172,-0.119872,-0.127824,-0.191893,0.059053,0.115191,-0.07697,-0.15675,0.04535,-0.037365,0.102893,-0.145036,0.067182,0.064419,0.147308,-0.223742,0.168487,0.072715,0.061303,-0.130547,0.038557,-0.017158,-0.09162,-0.123749,0.038783,-0.103034,-0.153001,0.228369,0.147577,-0.234543,0.054277,-0.201055,0.0822,-0.000295,0.105042,-0.01591,0.145785,0.077407,-0.050129,-0.155664,0.022723,0.123654,-0.104081,0.125707,0.073207,-0.145303,-0.181129,0.126184,EN,1,0
group_5067,-0.125749,-0.13515,0.14662,0.014591,0.06652,-0.139647,-0.098003,0.108867,0.011767,0.047004,-0.176159,0.09094,0.098824,-0.153488,0.12739,0.006761,-0.103385,0.010544,-0.033121,-0.077648,0.042242,-0.007151,-0.038492,-0.09563,0.161905,0.075161,0.00401,0.090732,-0.086862,-0.023937,0.030918,0.110978,-0.114834,-0.0522,-0.102535,-0.02839,0.041292,0.066361,-0.017119,0.025607,-0.003472,0.02036,0.105395,0.030371,0.096919,0.102177,0.109125,-0.11026,0.025103,-0.045183,0.036489,-0.076645,-0.048975,-0.023745,0.119593,-0.018112,-0.028548,-0.171295,-0.179835,0.145381,-0.023233,0.051722,0.107585,-0.086731,-0.052706,0.020242,-0.098544,0.018886,0.038252,0.044451,-0.105239,0.162811,-0.022124,-0.063799,-0.072907,0.026342,0.184808,0.01193,0.101105,-0.04585,-0.015053,-0.049787,-0.084049,0.034066,-0.04018,0.010141,0.084563,0.08819,0.050479,-0.052638,0.026805,0.111616,0.042035,0.060284,0.018428,-0.008536,-0.04721,-0.029235,-0.060914,-0.038116,-0.038911,0.002894,0.032338,0.122533,-0.202205,-0.050001,0.037046,-0.126605,-0.070183,0.089153,-0.036222,-0.091777,-0.086021,0.113172,-0.156653,-0.035552,-0.032408,-0.184893,0.053839,-0.094859,0.045586,0.108161,0.04129,0.066649,-0.141912,0.151809,-0.124875,-0.027067,EN,0,0
group_3773,-0.22882,-0.122957,-0.055064,0.003887,-0.006409,0.111785,-0.079347,0.107385,0.09393,-0.168683,0.01014,-0.167928,-0.115308,0.079395,0.041686,-0.115775,-0.080163,-0.015706,-0.177581,-0.140822,0.135459,0.096683,-0.142056,-0.101814,0.003232,-0.061426,-0.056477,-0.066621,0.102455,0.074975,0.110924,0.061473,0.065227,0.020268,0.140841,-0.048926,0.16923,-0.08219,0.088271,0.071799,-0.06745,-0.026438,-0.174479,-0.066566,0.137158,0.047593,-0.102521,-0.17776,-0.038294,-0.069467,0.12489,-0.048167,0.20319,-0.001322,-0.029519,0.084366,0.063751,0.029421,0.079733,0.065339,0.143503,-0.114058,0.059528,0.014667,-0.04189,0.146128,0.006331,0.033327,-0.103314,0.018037,0.086898,-0.011851,0.147575,0.18103,0.053199,0.030123,0.009317,-0.222432,0.100785,0.000709,-0.039283,-0.055238,-0.137015,-0.083723,-0.231964,0.151776,-0.118022,-0.14785,-0.170453,0.050095,0.029449,0.015828,-0.132033,-0.01025,0.064999,-0.057322,0.117839,0.025958,-0.212974,-0.033628,-0.016989,-0.076718,-0.22009,0.076619,0.123456,0.075902,-0.004014,0.108968,0.04216,-0.143252,0.052925,-0.185153,-0.057966,-0.027188,0.101523,-0.081719,-0.048083,0.096285,0.066078,-0.069217,-0.00875,0.072682,-0.217557,0.093863,0.024108,-0.044381,-0.208893,-0.039639,EN,1,0
group_5068,-0.119558,-0.094864,-0.112771,0.070293,0.056964,0.12722,-0.135098,-0.068562,0.1802,-0.029775,-0.088819,0.032488,-0.064743,-0.001659,-0.023043,-0.012401,-0.017917,-0.160194,0.026848,-0.109206,0.163452,0.099648,-0.0692,0.126332,-0.020648,0.120703,0.036523,0.081312,-0.009509,-0.016385,0.040456,-0.09613,0.074465,-0.099569,-0.011479,0.022751,0.028013,0.010049,0.068565,-0.087107,-0.016618,-0.022258,-0.022475,0.040216,0.010934,-0.007314,-0.033558,-0.0184,-0.054668,0.020789,-0.005401,0.029436,-0.096745,0.066211,-0.176914,0.111903,-0.123585,-0.058305,-0.017852,-0.059823,0.09216,0.027147,-0.003143,-0.031779,0.009306,0.064185,-0.164745,0.195,-0.12018,0.001179,-0.136123,0.080078,0.006542,0.091855,-0.067516,-0.126823,-0.187114,-0.145487,-0.124045,-0.067724,-0.034945,0.062725,0.032628,0.048387,0.03506,0.072658,-0.105563,-0.18924,-0.068804,0.037544,-0.073627,-0.093635,0.090009,0.15109,-0.1213,-0.083115,-0.05071,-0.027211,0.003039,-0.035397,-0.083787,-0.090651,0.058752,0.137556,0.107019,-0.054514,-0.018741,-0.103573,0.049163,-0.015715,-0.112453,-0.015197,-0.034336,-0.034813,0.114316,0.074795,0.17797,0.069675,0.153279,-0.147322,0.035969,0.04897,-0.007126,-0.120207,-0.083586,-0.070372,0.117529,0.018632,EN,0,0
group_3775,-0.152,0.001281,-0.047402,0.200197,0.079879,-0.010017,-0.137988,0.092846,-0.034616,0.001401,0.004084,-0.022683,-0.057035,0.077344,0.020424,-0.081714,-0.058415,-0.192985,0.07118,-0.078854,-0.042722,0.021001,-0.161421,-0.140251,-0.045652,-0.180743,-0.238075,-0.030321,0.099398,0.12597,0.040608,-0.049688,0.059764,-0.100661,0.035489,-0.087481,0.177544,-0.079759,0.147777,0.10455,0.017837,-0.14307,0.068344,0.012087,-0.01032,-0.037508,-0.118529,-0.066376,0.09494,0.003798,0.080258,0.140675,0.155215,0.1242,-0.209224,0.19066,0.101298,0.227827,0.212192,0.117674,0.034298,-0.237064,0.068669,-0.006479,0.045953,0.203028,-0.097481,0.137499,0.009202,0.173368,-0.086302,-0.10176,0.116852,0.149638,0.190097,-0.0837,-0.136537,0.030712,0.066978,0.094555,-0.039718,-0.081144,-0.128752,-0.085896,-0.097325,0.108191,-0.028279,-0.063391,-0.144458,-0.172988,-0.064677,-0.060712,-0.118108,-0.04352,0.048962,-0.03101,0.015178,0.188422,-0.167566,0.0778,0.006616,-0.167643,-0.055878,-0.057644,0.092742,-0.046348,-0.152876,0.019675,0.00799,-0.15135,0.185817,-0.166093,-0.028855,-0.05898,0.13576,-0.070527,0.103833,0.205627,-0.031356,-0.159531,0.199233,0.121986,-0.186931,0.150768,0.219303,-0.06391,-0.083069,0.143713,EN,1,0
group_5247,-0.024309,0.140058,0.098644,0.012827,0.029954,-0.148568,-0.112275,-0.047235,-0.011994,0.011821,0.086589,0.03166,-0.147884,-0.055236,-0.104083,-0.008691,0.081979,0.056562,0.035704,-0.04143,-0.038027,-0.006304,0.0321,-0.052309,-0.061847,0.164126,0.033406,0.025578,0.116706,-0.028494,0.014439,-0.041255,0.048953,-0.051654,0.068786,0.110708,0.033429,-0.128449,-0.143708,-0.142757,-0.006158,-0.006602,-0.013979,-0.157544,0.053765,0.012475,-0.139211,0.128772,-0.035878,-0.049727,0.065063,-0.040128,0.035931,-0.040589,-0.088482,0.017983,0.111152,0.00724,-0.12804,0.059558,0.006812,-0.007701,-0.047122,0.064622,-0.015384,-0.017429,-0.054976,0.090482,-0.039867,-0.107928,0.057216,0.014401,-0.096518,0.048519,0.142755,-0.007215,-0.065398,0.124761,0.042659,-0.133208,-0.022484,-0.161494,0.058268,0.106487,0.125418,-0.06224,-0.086137,-0.09771,0.128955,0.156943,-0.152936,-0.061199,-0.01836,-0.164424,0.158314,0.002964,0.142004,-0.153805,-0.070344,0.087726,0.002086,-0.14057,0.162701,0.128249,0.157612,-0.139526,-0.054541,-0.10258,0.087434,-0.142526,0.124683,-0.066206,0.086573,-0.003566,0.03585,-0.081161,0.052732,-0.130217,0.14927,-0.146939,0.042495,-0.004239,-0.09843,0.098443,-0.096977,0.041398,0.056299,0.153895,EN,0,0
group_3947,-0.16191,-0.102373,-0.168549,0.055875,0.163261,0.079937,-0.19632,-0.050506,0.028003,0.033344,0.192511,-0.084316,-0.079011,0.234073,-0.025589,0.063886,-0.056651,-0.234278,-0.209318,-0.142528,-0.019572,0.014629,-0.130222,-0.07536,-0.143183,0.034626,-0.122611,-0.097833,-0.013893,-0.029228,0.181883,-0.004506,-0.028324,-0.02238,0.076327,-0.013944,0.073502,-0.008154,-0.024072,0.024085,-0.046512,0.05091,-0.200687,0.032001,-0.012229,-0.091214,-0.088221,-0.030853,0.062391,0.035435,0.160006,0.083067,0.129918,0.061868,-0.170616,0.125756,0.145846,0.10653,0.011155,-0.045434,-0.007713,-0.159497,0.198571,0.001595,0.034719,0.181312,0.039795,0.039171,-0.108425,0.078193,0.213948,-0.063702,0.151982,0.009008,0.078244,-0.174613,0.055954,0.036512,0.025134,0.103819,-0.048297,-0.032228,0.012196,-0.141786,-0.039275,0.069338,-0.226853,-0.216874,0.081206,0.012975,0.052659,-0.155709,-0.160352,-0.104502,0.024828,0.017974,-0.008773,0.196543,0.018696,-0.020008,-0.233833,0.016975,0.08757,-0.092215,-0.029131,-0.183151,-0.170783,0.132667,0.10577,-0.071169,0.104368,-0.158676,0.062411,-0.008625,-0.053998,-0.115682,0.187182,0.022099,0.230359,0.009949,0.068155,-0.039885,-0.128466,0.059194,-0.042844,-0.085513,-0.078042,0.151494,EN,1,0
group_5572,0.137632,0.081537,0.158981,0.013436,0.061064,0.133343,0.138763,-0.09423,-0.159881,0.063633,0.140643,-0.09844,-0.03228,-0.133505,0.127383,0.054117,0.119771,-0.060509,-0.110508,-0.106315,-0.054843,-0.032732,0.117671,-0.105188,-0.120517,0.068972,0.009817,-0.056907,-0.057651,-0.006532,0.035106,0.171067,-0.106681,-0.106175,0.047253,-0.103211,0.084835,-0.030132,-0.021649,0.126029,0.062821,-0.08432,-0.078932,0.118404,0.002722,0.164021,-0.042596,0.09,-0.123885,0.034962,0.074044,0.042495,-0.028295,0.093548,-0.014986,0.05318,0.055365,-0.121074,-0.065537,0.022378,-0.037659,-0.051374,-0.035421,-0.051128,0.087254,0.074956,-0.025854,0.053045,-0.125031,-0.171809,0.109867,-0.076504,-0.060494,-0.038563,-0.053093,-0.082014,0.075382,0.132066,0.099879,0.044453,0.084912,0.089642,0.089798,0.004667,0.068497,0.058703,0.074021,-0.025749,-0.100122,-0.014172,-0.156645,-0.045721,0.084164,0.034064,-0.104688,-0.011056,0.132173,-0.025977,-0.172533,0.078776,0.096873,-0.143002,0.060252,-0.10734,-0.017928,-0.020007,0.04715,0.016461,0.152782,-0.146904,0.074766,-0.057431,0.014927,0.050832,-0.009443,0.043362,0.056629,0.034601,0.029025,-0.095201,0.176599,-0.082787,-0.160756,0.097114,0.050389,0.082446,0.114486,0.112442,EN,0,0
group_3949,-0.097517,-0.01721,-0.092884,0.028387,-0.025236,0.041837,-0.135956,0.220561,-0.107145,-0.184222,-0.020124,-0.047558,0.000589,0.035149,0.01573,-0.090117,0.041873,-0.223708,-0.11336,-0.06387,0.072555,0.01446,-0.226953,0.041596,-0.022132,0.033902,-0.084134,-0.131837,0.111036,-0.009544,-0.0208,-0.002925,0.002001,-0.216269,-0.101398,-0.065636,-0.003285,-0.096386,0.157045,0.136799,-0.072193,-0.147288,-0.111702,-0.135703,0.10167,-0.162824,-0.140566,0.00788,0.124158,-0.16131,0.168771,0.128423,0.055308,0.173057,0.073101,-0.087888,0.039274,0.123763,0.220489,0.237963,0.037254,-0.075173,0.071542,0.02135,0.057521,0.031265,-0.135355,-0.030686,-0.189208,0.158634,-0.02759,-0.192354,0.0911,-0.028078,0.137325,-0.042999,-0.12169,-0.020699,0.224841,-0.020219,-0.001029,-0.152022,-0.081672,-0.080185,-0.216337,0.039332,-0.086191,-0.190031,-0.029342,-0.07629,0.169024,-0.15611,-0.004744,0.059466,-0.089128,-0.026868,-0.062971,0.10691,-0.150909,-0.038014,-0.186058,-0.011633,-0.174412,-0.153323,0.141621,-0.11462,0.082012,0.226159,0.111915,0.090915,0.157379,-0.154241,0.143258,-0.025896,0.095504,-0.113271,0.03487,0.175618,0.037131,-0.19222,0.125544,0.076088,-0.22489,0.178503,0.027856,-0.041407,-0.052725,0.036661,EN,1,0
group_5967,0.032171,-0.076489,-0.032233,0.133737,-0.042629,0.116242,-0.076433,0.00266,-0.0638,-0.017255,-0.014294,-0.158109,-0.001407,0.078841,-0.082416,0.016874,-0.060654,-0.082048,0.098981,-0.067009,0.005276,-0.032159,-0.025432,-0.135631,-0.157974,-0.064179,-0.029919,0.069261,-0.001828,0.063143,0.089261,0.164335,-0.038745,-0.037556,0.052632,-0.046812,0.003269,-0.0557,0.02645,0.007715,-0.017827,-0.075325,-0.105887,0.037499,0.160141,-0.08943,-0.158483,0.065444,0.003374,-0.01874,-0.141009,-0.055736,0.073364,0.024626,0.044442,0.024852,0.056148,-0.049736,-0.029965,-0.045848,0.12522,-0.007067,-0.017204,-0.063441,0.098857,0.118589,0.017897,-0.015512,-0.002469,-0.041957,-0.117036,0.134431,-0.004988,0.073277,0.111251,-0.049378,0.051181,-0.059568,0.082189,0.08675,0.00692,-0.099691,0.058072,0.08085,0.026057,0.038221,0.141682,0.101438,-0.017515,-0.029814,0.024664,0.002614,-0.115827,-0.121035,0.077386,0.109777,0.018694,-0.038877,-0.149534,0.020438,-0.002188,0.004756,0.076941,-0.029523,-0.024924,-0.083831,-0.006931,-0.002131,-0.104672,-0.093405,0.019739,0.0966,-0.075044,0.166223,0.01127,-0.058551,0.001409,-0.017471,0.120277,0.086175,-0.076639,0.140714,-0.156967,0.014814,-0.053121,-0.057391,0.037143,0.081365,EN,0,0
group_4148,-0.103042,-0.175125,-0.080192,-0.088772,-0.049838,0.123043,-0.078533,0.15019,0.181766,-0.114083,-0.024216,-0.047231,-0.078429,0.067228,0.11125,-0.216436,0.027053,-0.152775,-0.079373,0.053689,0.033404,0.187771,0.053145,-0.01029,-0.221096,-0.031715,-0.133233,-0.181118,0.161571,0.099235,0.213629,-0.06113,-0.059391,-0.187878,0.164758,0.127768,0.014755,-0.109371,0.02041,0.025613,-0.148505,0.006314,0.094316,-0.040722,-0.034366,0.054854,-0.084611,-0.026734,-0.021007,-0.000534,0.039311,-0.094127,-0.038938,-0.016573,-0.020594,0.224023,0.106551,0.07148,0.072177,0.028424,0.028163,-0.092906,0.118196,0.030576,0.149301,0.077241,-0.102613,0.017593,-0.075999,0.232872,0.014069,-0.185371,0.201282,0.11268,0.082788,0.000345,-0.024516,0.046563,-0.018898,0.234624,-0.070178,-0.141299,-0.075913,-0.097657,-0.110692,-0.022977,-0.093976,-0.033387,0.068339,-0.09436,-0.081646,-0.039183,-0.169905,-0.103388,0.119467,-0.170556,0.057249,0.069112,-0.195032,-0.111932,0.005676,-0.103025,0.033053,0.06771,0.052995,-0.058111,-0.127995,0.008826,0.005885,-0.010466,0.028192,-0.060178,0.137134,-0.173329,0.110136,-0.128285,0.060433,0.079421,0.034511,0.02653,0.084536,0.115715,-0.038297,0.099445,0.048051,-0.181329,-0.031194,0.06733,EN,1,0
group_6071,0.134299,0.149309,0.138629,0.174883,0.033127,-0.157092,-0.009392,-0.037385,-0.042493,-0.024896,-0.038736,-0.009768,-0.134032,-0.074944,-0.068759,0.122906,-0.062233,-0.156333,0.091861,0.099885,-0.078747,0.057051,0.130639,0.017754,-0.028309,-0.006155,-0.10094,-0.042736,0.070019,0.054003,-0.01236,-0.009279,0.077081,-0.007041,0.043573,0.049505,-0.013833,0.082321,0.109344,-0.128866,-0.104058,-0.011431,-0.023147,-0.016404,-0.035758,-0.015053,0.156776,-0.040122,0.019374,-0.083389,0.034048,0.002894,0.010196,-0.005335,-0.107743,-0.014173,0.14973,-0.135615,-0.066508,0.000814,0.029017,0.098642,0.079732,0.023431,0.073377,-0.062338,0.12118,-0.039281,-0.052715,0.008744,0.162106,-0.113785,0.092762,-0.169085,-0.152753,0.152636,0.013396,-0.070958,-0.019379,-0.167661,-0.033518,-0.019119,0.006273,-0.006849,0.0336,0.053414,-0.14482,0.158854,-0.16618,-0.106618,-0.06725,-0.088068,0.176051,-0.112166,0.065306,0.006904,0.031724,-0.063401,-0.111429,0.069259,0.103707,-0.088358,0.170591,0.048487,-0.019509,-0.143102,0.137092,-0.022882,-0.095393,0.081279,-0.06253,-0.071529,0.098381,0.058575,-0.066379,-0.131238,0.023905,-0.017404,0.106812,-0.086459,0.028894,0.144488,-0.170849,-0.038314,-0.01018,-0.094574,-0.147192,-0.031583,EN,0,0
group_4152,0.014476,-0.058707,-0.026877,0.149952,0.122665,-0.053391,-0.025377,-0.023439,0.144791,-0.075952,-0.000908,-0.097303,-0.151409,0.060059,0.119786,-0.165586,-0.036656,-0.014244,0.085897,-0.073078,0.004613,0.121692,-0.168391,-0.095574,-0.080017,-0.078533,-0.093029,0.056842,0.23551,0.180551,0.134269,0.033817,0.131855,0.083676,0.066457,0.081686,0.115861,-0.171723,0.101282,0.038036,-0.036635,-0.171262,-0.170974,-0.202702,0.08809,-0.188572,-0.157109,0.099371,0.175545,-0.120824,-0.103548,0.120809,0.116734,0.014329,-0.057612,0.158126,0.147204,0.035348,0.156145,0.045145,0.002434,-0.061837,-0.059157,0.112261,0.079943,0.092605,-0.189849,0.086763,-0.125802,-0.074991,0.120291,-0.137942,0.100344,0.172387,0.038547,-0.08381,-0.026345,-0.074891,0.041547,0.024705,-0.046304,-0.103545,-0.243211,-0.031142,-0.209946,-0.057217,-0.057812,-0.026392,-0.020598,-0.095709,-0.000357,-0.07165,-0.142982,0.055288,0.113561,-0.074051,0.13902,0.15596,-0.018099,-0.098611,-0.050049,-0.220981,-0.110482,-0.033703,0.134762,-0.03674,-0.012322,0.087367,0.047685,-0.100062,0.108897,-0.034401,0.026895,-0.069341,-0.050995,0.027302,0.103321,0.065736,0.097856,-0.044462,0.068573,0.088248,-0.044227,0.059747,0.009994,-0.157727,-0.105095,0.047829,EN,1,0
group_6323,-0.051078,-0.011523,-0.099478,-0.005507,0.065432,0.024191,0.050212,0.026823,-0.017413,-0.03306,0.00862,-0.011759,-0.034878,0.079417,-0.005236,0.010883,0.02595,-0.076439,0.075526,0.206123,0.077305,-0.127008,-0.096405,-0.001085,-0.001638,-0.028044,0.052536,0.185429,-0.082913,0.103946,0.011805,0.217399,0.017919,0.029783,0.102825,-0.192899,-0.225731,-0.011642,-0.052289,-0.051207,-0.130368,-0.039061,0.060631,-0.019871,0.045993,-0.04551,0.205585,-0.032039,-0.042986,-0.038571,-0.113747,0.044099,0.009258,-0.007035,0.143717,-0.031819,0.07925,-0.020003,-0.03654,0.053511,-0.087208,0.052346,0.002403,0.069881,-0.137528,-0.076068,0.157559,-0.025173,0.090107,-0.04295,-0.104271,0.034393,-0.106679,-0.042329,0.01471,0.10393,0.183879,0.004462,-0.073856,-0.129601,0.032311,0.179555,-0.057784,-0.069066,0.08507,-0.115739,0.154915,0.098341,-0.100674,0.126391,-0.174303,-0.060131,0.044834,0.194769,-0.22234,-0.059365,-0.056166,-0.043728,-0.018185,0.18781,-0.020084,0.146271,-0.085179,0.080253,0.065721,0.080707,0.126968,0.080879,-0.085849,0.064251,-0.031031,0.144985,-0.041206,0.081358,-0.060067,0.040122,-0.106743,0.057361,0.037417,-0.025308,0.104672,0.020841,-0.061512,0.064763,-0.011596,0.091875,-0.051834,-0.025612,EN,0,0
group_4749,-0.078468,-0.170907,-0.092253,0.083425,-0.023755,0.158125,-0.012559,0.000766,0.069983,0.009023,0.130609,0.028777,-0.104115,-0.035216,-0.055959,-0.025065,0.040841,-0.005444,0.017315,-0.218662,0.042436,0.075902,-0.095273,-0.108704,0.02534,-0.098618,-0.049536,-0.133757,0.160904,0.059761,0.052215,-0.178368,0.070626,-0.126747,-0.067619,0.005927,0.05821,0.005228,0.178611,0.022361,0.056847,-0.108612,-0.023417,-0.128534,0.049663,-0.101207,-0.062048,0.005866,0.198958,-0.205512,-0.034396,0.168711,0.110408,-0.087595,-0.04266,0.066407,0.043239,0.123254,0.128522,0.03652,0.183238,-0.063231,0.168123,0.072097,-0.070884,-0.02815,-0.052378,0.109679,-0.000434,-0.011913,0.064602,-0.14087,0.035362,0.029474,0.189017,-0.165297,-0.193652,-0.048396,0.155539,0.123208,-0.113401,-0.108634,0.047508,-0.049568,-0.091796,0.141601,-0.090724,-0.004945,-0.06328,0.017542,0.031997,-0.217755,-0.203815,-0.087606,0.085666,-0.06324,0.183938,0.003634,0.026757,-0.18395,0.013123,-0.199212,-0.081537,-0.142829,-0.073107,0.00481,-0.108324,0.204704,0.103892,-0.114444,0.031322,-0.129092,-0.050181,-0.023642,0.14912,0.060997,0.18413,0.198204,0.018932,-0.062149,0.002717,0.194843,-0.090188,0.166874,0.037157,0.035383,-0.044589,0.215561,EN,1,0
