GeneSymbol	V0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	Lgroup	GeneLabel
group_3212	-0.09443	0.023848	0.080328	-0.147721	0.050765	-0.052512	-0.071594	0.02443	0.011479	-0.122442	-0.067084	0.146051	-0.171042	-0.045587	-0.139411	0.040159	-0.016223	0.029234	0.122212	-0.070115	0.055014	0.062984	-0.032632	0.111044	0.059416	-0.004473	-0.016592	0.113049	-0.105294	0.035882	-0.089094	0.005046	-0.165369	0.089867	0.006243	-0.003604	-0.012296	0.073496	-0.008775	0.042506	0.006583	0.08091	-0.025314	0.062941	0.034491	0.093857	0.092817	-0.022668	-0.153646	0.014864	-0.161068	0.116174	-0.002254	0.114705	-0.146889	0.038322	-0.018582	0.121209	-0.033923	0.081258	-0.155971	0.121099	0.036942	0.008789	-0.012309	-0.036292	-0.112092	-0.129214	-0.006822	-0.033595	-0.040324	-0.000118	0.062938	0.0891	0.09777	0.121564	0.0223	0.030658	0.036707	-0.050907	0.003477	-0.058138	-0.066734	-0.152113	0.114929	0.050818	0.123598	0.047066	-0.051115	-0.116899	-0.124896	-0.047115	0.111057	-0.009636	0.012798	-0.087156	0.078577	-0.022849	-0.100401	-0.147589	-0.053835	0.052025	-0.171777	-0.094627	-0.026136	0.083598	0.081226	0.042991	-0.068752	-0.024924	-0.140635	0.082393	-0.141863	0.074379	-0.008459	-0.019795	-0.020685	0.123666	0.019228	-0.086377	-0.051888	-0.01784	-0.106489	-0.113557	0.124219	-0.025231	0.013662	0.000059	0	0
group_3320	0.091926	-0.024497	-0.007883	-0.018784	0.129548	-0.062046	-0.101066	0.017374	-0.110694	-0.024739	0.074461	0.155135	0.015616	-0.082213	-0.08039	0.104358	-0.1043	0.002601	0.167773	0.010362	0.129128	-0.09112	-0.139313	-0.106332	-0.079502	-0.085771	0.07565	0.16656	0.086239	-0.077976	0.085586	0.085637	-0.157901	0.120286	-0.006036	-0.020685	-0.068904	0.093395	0.130046	-0.119599	-0.041467	0.089904	-0.0065	0.080036	-0.062408	0.100873	0.020653	0.102318	-0.010452	-0.099273	-0.012311	-0.055967	0.088187	-0.143248	0.080959	-0.06129	-0.185858	-0.141693	-0.024918	-0.061448	-0.006043	-0.133884	-0.040069	-0.046456	0.135176	0.070625	0.113178	-0.039229	0.069294	-0.082402	-0.051989	0.033066	0.021829	-0.021623	0.064364	0.063743	0.147514	0.048993	-0.06138	0.035196	0.108361	-0.002445	-0.10026	-0.038882	-0.055118	-0.050833	0.173241	0.109199	0.072233	-0.026657	-0.132644	-0.010681	-0.058069	0.119548	0.037267	0.178133	-0.131689	-0.036331	-0.034896	0.19894	0.088586	0.086443	0.082934	0.021828	-0.100636	-0.073689	0.120992	0.04884	0.056819	0.015724	-0.088128	0.133491	-0.014305	-0.082434	-0.002343	-0.057487	0.087566	-0.015469	0.02782	0.171918	0.095291	-0.116808	0.056695	-0.030646	0.08587	0.060385	0.134421	-0.190772	0	0
group_3330	0.012911	-0.145599	0.091217	-0.063326	0.046824	-0.033718	-0.035961	-0.154623	-0.099877	-0.145606	0.017376	0.12516	-0.028562	-0.116577	0.093174	0.13765	-0.073619	-0.029731	-0.152697	-0.124824	-0.036467	0.047569	-0.112672	-0.046869	0.02282	-0.010386	-0.008436	0.004791	-0.041079	-0.118372	0.168635	-0.038064	0.056756	-0.005559	-0.015135	-0.001105	0.029182	0.040854	-0.060622	0.019215	0.006401	-0.10699	-0.170367	-0.074672	-0.015811	0.084054	-0.040342	-0.108756	-0.018751	-0.082803	-0.005999	0.097727	0.014055	-0.022124	-0.011859	-0.019989	0.020139	-0.041977	0.039228	0.020992	-0.11994	0.025181	-0.156329	-0.116277	0.002889	0.092675	0.088411	-0.051748	-0.089279	0.004292	0.016916	0.000232	0.127939	-0.025122	-0.002232	-0.019563	-0.079752	0.095204	0.033463	0.142966	-0.011525	-0.162236	0.035901	0.045502	0.097637	0.100396	-0.129969	0.053247	-0.03991	-0.045281	0.121393	0.068551	0.14423	0.02736	-0.123207	0.122043	0.039461	-0.11789	0.154571	0.147519	0.044882	0.035296	0.032265	-0.048235	-0.01277	-0.109336	0.055759	-0.022262	-0.082607	0.036855	-0.017858	-0.074509	-0.042283	0.085034	-0.105745	0.127639	-0.081453	-0.111437	-0.017558	-0.00683	0.067082	-0.032631	-0.113948	-0.126541	0.042632	0.088647	-0.034739	-0.104288	0	0
group_3734	-0.022126	-0.058558	-0.042632	0.106741	-0.10383	-0.054345	-0.115038	0.057884	-0.063983	-0.098857	0.118715	0.060533	0.064442	-0.035452	0.064076	-0.041799	0.060443	-0.185629	0.013691	0.039843	-0.053873	0.090358	-0.064992	-0.055	0.017918	-0.01665	-0.170384	-0.164703	-0.05088	0.076274	-0.080559	-0.010869	0.056935	-0.099574	0.062359	-0.053331	-0.108403	0.051862	-0.08744	0.050189	0.010221	-0.105379	0.016747	-0.108684	0.031327	0.062639	-0.031706	-0.158321	0.081314	0.003171	-0.105045	-0.057878	0.186767	0.051711	-0.130011	-0.001823	0.023668	-0.056326	0.024917	-0.103268	-0.053404	-0.028469	-0.051751	0.143124	-0.01145	-0.071134	-0.100166	0.172283	-0.168177	-0.028021	-0.058698	0.017366	0.00263	0.135307	-0.006312	-0.097567	-0.088717	-0.012608	0.010342	0.037506	-0.125779	0.05442	-0.180204	-0.106167	-0.136963	-0.008813	0.174691	0.005918	-0.136394	-0.04976	0.162065	0.014879	-0.142702	0.150251	-0.071402	0.046953	-0.015146	0.019609	0.005744	0.10773	-0.129261	0.088292	-0.066442	-0.063101	0.030252	0.118528	0.097085	-0.091282	0.018194	-0.175552	0.167051	-0.127778	0.10302	0.040738	0.132751	-0.066011	0.078929	0.03635	0.180766	-0.025316	-0.133175	0.01821	-0.002034	0.127815	0.041151	-0.050526	-0.131093	0.054874	0	0
group_385	-0.010222	-0.012435	-0.056408	-0.011548	-0.017331	-0.167036	-0.136162	-0.003734	-0.065492	0.073937	0.015005	0.12953	-0.001492	-0.000648	-0.058993	0.034275	0.057496	-0.080438	-0.009881	0.018833	-0.076615	0.036401	0.053053	0.005394	0.120029	0.00938	0.116531	0.137579	-0.004874	-0.10336	0.075482	0.153959	0.073952	-0.022916	-0.140211	-0.164991	-0.044689	-0.098004	-0.012016	-0.012656	-0.072306	0.025613	0.031942	-0.130982	-0.113236	-0.014641	-0.096729	-0.052345	-0.042387	0.079853	-0.114899	0.045242	-0.045205	-0.126651	-0.05403	-0.092392	-0.034781	0.015173	-0.027151	0.031398	0.176523	-0.01207	-0.016353	0.007176	-0.051736	-0.028952	0.145941	0.045401	-0.078689	-0.054595	-0.07013	0.025641	0.069705	0.13249	0.118318	0.022942	0.01527	0.084462	-0.061822	0.077327	0.011991	-0.020513	-0.10792	-0.062799	-0.020739	-0.005763	-0.086817	-0.136308	-0.065546	-0.11379	-0.029774	-0.124685	0.052862	-0.094563	0.014725	0.124149	-0.028058	-0.012739	-0.169349	-0.023297	-0.124217	0.003674	0.0222	0.114603	-0.007204	0.086832	-0.006447	-0.070414	0.000843	0.086006	-0.023237	-0.131766	0.060927	0.027575	-0.092784	-0.016277	-0.013802	-0.104627	0.024751	0.086489	-0.078982	-0.075266	0.045743	-0.121111	-0.140428	0.021579	0.084382	0.010953	0	0
group_386	0.0081	0.09151	-0.018806	0.044894	0.072288	0.100123	0.030269	-0.134278	0.159607	-0.024573	-0.065447	0.154804	-0.065844	-0.125885	0.05157	0.132843	-0.171106	0.013368	-0.025617	-0.012752	-0.089438	0.150909	0.096255	0.048779	0.11421	0.130613	-0.027669	-0.046908	-0.047574	-0.027063	0.003641	0.017459	0.04769	-0.09807	-0.030824	0.129411	-0.005142	0.105682	0.074243	0.140384	-0.056049	-0.062248	-0.030009	-0.056258	-0.032511	-0.018375	0.019201	-0.130471	-0.083975	0.009902	0.070268	-0.161011	-0.163963	-0.049502	0.032736	-0.001281	-0.031874	-0.120259	0.043664	-0.013772	0.013385	-0.090067	0.094927	0.013835	0.006986	0.11731	-0.146393	-0.147272	0.032437	-0.007291	0.06404	-0.065562	0.089602	0.091354	0.051583	0.12327	-0.00075	-0.037595	-0.040649	-0.05267	0.015086	0.009931	-0.105478	-0.01283	0.066883	0.027769	0.070464	0.003749	-0.014163	0.102562	-0.043375	-0.025283	0.138732	0.020796	0.017676	-0.067597	-0.155902	0.03008	-0.038458	0.166404	0.069216	-0.11145	-0.05655	0.107129	-0.172627	0.076337	0.039276	0.147175	0.027552	-0.020305	-0.097061	0.008856	-0.096912	-0.062114	-0.082414	0.058313	-0.140061	-0.021684	0.121331	-0.055594	-0.074204	0.065786	0.076238	0.058167	0.07697	-0.117903	-0.040094	0.001679	0	0
group_3948	-0.030345	0.14212	0.00024	-0.000431	0.11116	0.017322	-0.135942	0.009823	-0.035429	-0.076752	-0.053419	0.092512	-0.059976	-0.050271	-0.040828	0.083766	-0.027743	-0.003994	0.027514	-0.090941	0.096067	-0.013372	-0.163123	-0.060665	-0.101594	-0.091097	0.012688	-0.021987	0.079762	-0.006746	-0.046539	0.039748	-0.007033	0.056593	-0.081336	-0.071332	0.033093	0.001876	-0.000383	0.063527	0.00207	-0.055949	-0.103675	-0.03095	-0.001637	-0.01312	0.016247	-0.102312	0.137639	-0.099303	-0.008816	0.031411	0.029909	-0.020573	-0.082991	0.103192	-0.047931	-0.044953	-0.003184	0.098642	-0.062333	-0.022969	0.087438	0.034186	-0.060232	-0.100811	0.010589	0.127925	0.05134	0.022099	0.084203	0.014439	-0.014023	-0.144699	0.017715	-0.055258	-0.030868	0.021393	0.042096	0.002934	0.069063	0.003186	0.005027	0.1192	0.02926	-0.085833	-0.012714	-0.050249	-0.105901	-0.16033	-0.027024	0.034087	-0.018155	-0.051544	0.048927	0.021961	0.085253	0.068536	0.093754	0.104579	-0.06934	0.113859	-0.001098	0.160134	-0.052692	0.024399	-0.075417	0.073613	-0.054613	0.044151	0.05994	0.005162	-0.04974	-0.021661	-0.123339	0.039327	-0.103797	0.053862	-0.063542	0.034834	0.17577	0.166092	0.147506	0.034837	0.111786	0.138878	-0.122425	0.102806	0	0
group_395	0.01962	0.076528	0.015793	-0.053354	-0.038686	-0.005006	0.058909	0.060508	-0.099934	-0.078599	0.060394	-0.073665	-0.054801	0.106059	0.025701	0.021491	0.017237	-0.031514	-0.049993	-0.038987	0.009265	0.087978	-0.108599	0.037729	-0.010597	0.023092	0.08913	0.060805	-0.120619	0.023269	0.041216	0.125233	0.021436	-0.081844	-0.080593	-0.094694	0.044977	-0.030769	0.03609	0.143564	-0.029096	0.056724	-0.058736	0.095859	-0.081454	0.050709	0.073801	-0.031507	-0.121099	-0.039666	0.064643	-0.051691	-0.030934	-0.048625	0.057115	-0.007566	0.029404	-0.040078	0.019474	-0.117956	0.021026	0.044847	0.019628	0.023818	0.039593	-0.14551	0.016133	0.003503	-0.056081	-0.075725	-0.043105	-0.012711	0.00779	-0.020675	0.115371	-0.032391	-0.056676	-0.06171	0.022767	0.030511	-0.15553	0.07843	-0.103138	0.12586	0.130902	0.018587	-0.043823	0.048267	-0.100861	0.062447	0.126941	-0.036417	0.029768	-0.008339	-0.076437	-0.001698	-0.002622	0.043078	0.10738	-0.07319	-0.070642	-0.098975	-0.083666	-0.029683	-0.063632	0.099047	0.051784	0.026624	0.013909	0.010071	-0.124401	0.103001	0.141187	0.021834	0.033287	-0.11991	-0.031546	-0.040134	-0.110662	0.026812	-0.029422	0.064151	-0.121279	-0.133928	-0.020643	-0.046792	-0.008246	-0.037187	0	0
group_4084	-0.08922	0.089971	-0.036516	0.008635	-0.064005	-0.142501	0.037884	-0.140077	0.069397	-0.139196	0.02117	-0.069862	-0.152262	-0.016128	-0.004175	0.117654	0.041134	-0.160185	0.049933	-0.074617	0.044125	0.11586	0.11004	0.034828	-0.032442	0.145309	-0.002127	-0.023003	0.053224	-0.099416	0.00265	0.147272	-0.053266	-0.021639	-0.029693	0.013404	-0.088228	0.105005	0.113439	0.136245	-0.005014	0.048778	0.12027	-0.01899	-0.116623	-0.012585	0.074869	-0.035915	-0.033168	0.134004	-0.101844	0.149451	0.140697	0.07013	0.037503	-0.019627	-0.061578	0.015245	0.057038	0.110654	-0.059397	0.07083	-0.018968	0.041958	-0.01727	0.065179	-0.02412	0.040992	0.086808	0.07998	0.015884	0.094515	0.169174	0.015305	-0.072679	-0.017478	0.088407	0.06834	0.015373	0.025084	0.086164	0.063754	-0.054081	-0.07717	0.098733	-0.00836	0.127233	0.039187	0.078325	-0.023059	0.167683	-0.033377	0.152711	0.024544	0.036956	-0.099764	-0.110768	-0.163302	0.097847	0.089551	0.061738	-0.148155	-0.132595	-0.095551	0.050426	-0.098561	0.104989	0.157132	0.058464	-0.034113	-0.063542	-0.042367	-0.135488	-0.026269	-0.0325	-0.108999	-0.071946	0.051214	0.067978	-0.172484	-0.124078	0.140134	-0.075658	-0.054209	-0.090225	-0.003075	-0.019769	-0.070579	0	0
group_4104	0.07951	-0.16432	-0.003166	-0.009499	0.073918	0.030962	0.004997	-0.024846	-0.171253	0.042784	-0.041751	-0.026947	0.043924	0.056444	-0.016861	-0.026257	-0.037856	-0.16016	-0.018395	0.071418	0.055913	-0.070649	0.001178	0.040196	-0.071003	0.011339	0.117481	0.002249	-0.036282	-0.04898	0.155723	-0.154257	0.05069	0.165945	0.069418	0.096287	-0.070066	0.115023	0.003337	-0.07932	-0.066032	-0.058019	0.062451	-0.02851	0.06653	0.067981	-0.088342	0.070553	0.170062	0.05415	0.126874	0.094027	0.002534	-0.083922	0.068181	0.045863	-0.094582	-0.050168	-0.131412	0.162103	0.036625	-0.029815	-0.115043	0.092798	-0.113286	0.079054	-0.058818	-0.124835	-0.049466	-0.160058	0.009435	-0.101454	0.078306	-0.130995	-0.034518	-0.037447	-0.002945	-0.080787	-0.029621	0.092628	-0.000252	0.121588	0.058192	0.091815	-0.005297	0.031726	0.052724	0.050016	0.151444	-0.058336	-0.075337	-0.067558	0.000171	-0.002508	0.12865	0.153473	0.041184	0.120339	-0.028944	0.052902	0.150364	0.088207	-0.033146	0.161948	0.004276	-0.068158	-0.084067	0.054701	0.053839	0.056552	-0.122595	-0.025207	0.052766	0.032665	0.014123	-0.111834	-0.044176	0.021943	0.027774	-0.11042	0.088531	-0.165334	0.09087	0.134162	-0.12014	-0.072871	0.034822	0.076711	0	0
group_4147	-0.026786	-0.086804	0.129245	-0.04735	-0.005453	-0.10223	0.026986	-0.076221	0.131368	-0.008202	0.05393	0.080672	-0.024725	-0.175611	0.03437	0.007308	-0.108617	-0.044811	0.041595	-0.00956	-0.012624	0.019604	0.076174	0.02143	0.075185	-0.000024	-0.040265	-0.058163	-0.115943	0.045621	-0.038568	-0.097759	-0.038019	0.027705	-0.083629	0.100407	0.022808	0.046713	-0.027395	-0.02411	0.110936	-0.158203	-0.105509	0.000166	0.020026	0.114902	-0.056311	0.050217	-0.036778	0.12842	0.06338	0.060105	0.120086	-0.034127	0.061356	-0.088728	-0.049821	-0.15001	0.086676	0.040973	-0.0473	0.022462	0.041398	0.028522	0.048866	-0.011649	0.176196	-0.050773	-0.04289	0.013592	0.055749	0.133744	-0.005722	0.12405	-0.044305	-0.021307	0.039255	0.028831	0.012187	0.042371	-0.048427	-0.020447	0.081348	0.062966	0.117012	0.017462	0.06356	-0.053062	-0.050928	0.027733	-0.038482	-0.028852	-0.069162	0.026835	-0.089084	0.072435	-0.066898	0.154537	0.048842	-0.039969	0.039616	-0.014174	0.036104	-0.006245	0.041523	0.017398	0.007799	0.004574	-0.093088	-0.160228	0.092911	0.107551	-0.03036	-0.150011	-0.045261	0.041672	-0.012552	-0.109699	-0.01496	0.039898	0.035321	0.098032	-0.010689	0.091475	-0.021875	-0.040738	0.023408	0.120622	0	0
group_437	0.033407	-0.100908	-0.08867	-0.053595	0.038568	0.075833	0.086252	0.043794	0.068864	0.045887	-0.011602	-0.000987	-0.00449	0.033094	-0.136724	0.161624	-0.104146	0.085598	0.058915	0.035363	-0.081494	-0.076561	0.154876	0.180743	0.111571	0.070085	0.040052	0.068624	-0.013546	-0.195237	0.133884	0.115488	0.096858	-0.019479	-0.113674	-0.05495	-0.012963	-0.002447	0.097484	-0.006711	0.016976	0.077996	-0.07555	-0.098044	0.061755	0.003345	0.146776	-0.008776	0.047316	0.067832	0.030705	-0.020472	0.000715	0.007925	0.115793	-0.010454	-0.059186	-0.012836	-0.192512	-0.08455	-0.103181	0.027722	-0.07903	-0.150922	-0.041008	0.077021	-0.079712	-0.049097	0.055182	-0.117008	-0.110617	0.21208	-0.029057	-0.097243	0.109501	-0.018446	0.061656	0.065616	-0.114749	0.02354	-0.034116	-0.050705	0.098522	0.054969	0.162982	0.039664	-0.123654	0.047003	0.04002	0.045141	-0.139135	0.181587	-0.041155	0.046644	0.023365	0.049276	-0.064763	0.002473	0.079429	-0.020961	-0.048187	0.083527	0.00743	0.062734	-0.07324	-0.015184	-0.014931	-0.152328	-0.059813	0.168073	-0.008252	0.113423	-0.122248	-0.036123	-0.093126	-0.120471	-0.040531	0.011099	0.046603	0.040761	0.066142	-0.115068	0.136086	0.143765	-0.117159	0.003265	-0.025268	0.07634	0	0
group_4597	0.013384	0.042236	-0.012306	-0.056066	-0.118153	-0.076739	-0.07548	-0.117871	0.142998	0.116057	-0.128434	-0.077708	0.006548	-0.14841	-0.002079	-0.032856	-0.002051	-0.034195	0.10006	-0.134217	-0.0109	-0.055949	0.1648	-0.074425	-0.152099	0.035396	0.17187	0.021094	-0.030935	-0.096635	0.100513	0.091283	-0.086043	-0.116102	-0.041457	-0.126433	0.176616	0.005926	0.089391	-0.039643	0.006982	0.07049	0.04335	-0.052842	-0.152636	0.013752	0.083096	-0.021217	0.119783	0.133682	0.044964	-0.159935	-0.034865	0.007356	-0.073949	-0.077023	-0.023275	-0.00166	0.003648	0.096696	0.074116	-0.046964	0.171892	0.033331	-0.171378	-0.001739	-0.097118	-0.166628	-0.067251	0.043533	0.034298	0.016864	0.096107	-0.15024	-0.054172	-0.147698	0.026722	-0.118901	-0.127044	0.086231	-0.084496	0.009213	0.014922	0.055086	0.113636	0.070057	-0.074439	0.054377	0.014463	0.048372	-0.093957	0.057788	-0.082035	-0.163158	0.021919	-0.105481	0.103645	0.030103	-0.127366	-0.119165	0.149052	-0.058025	0.021802	-0.149282	0.046106	0.058006	-0.166273	-0.071099	0.058936	0.066197	0.037219	0.17574	-0.068053	-0.057787	0.086506	0.032302	-0.110372	0.119738	-0.071738	-0.072842	-0.077185	0.086121	0.027567	-0.034895	-0.096495	-0.025208	-0.162758	-0.072659	0	0
group_4847	0.176482	0.027071	-0.003562	0.154474	0.01712	-0.044442	0.006527	-0.103245	0.030487	0.002246	-0.156739	-0.127777	0.083394	-0.003381	0.098269	0.000967	-0.026336	-0.059736	-0.015684	0.043243	-0.036017	0.084286	0.059374	0.083761	-0.045812	0.048056	-0.021538	0.000378	0.122249	0.085879	0.097977	0.12418	-0.099453	-0.157951	-0.140904	-0.03053	0.005187	0.10678	0.131264	0.006297	-0.01575	0.062858	0.108901	0.137555	-0.138218	-0.010221	0.071927	-0.014284	0.026085	-0.126146	0.138431	0.152638	-0.126334	-0.114961	-0.006752	-0.082359	-0.011487	-0.086766	0.141445	-0.094158	-0.087079	-0.150101	-0.097203	0.150266	-0.115285	-0.167154	-0.001874	0.011195	0.089502	0.123406	0.14208	-0.143904	0.003782	0.030081	0.032593	0.039116	0.140118	-0.064652	0.032916	0.041211	0.146434	0.005149	0.031071	0.134495	-0.128033	0.000775	-0.016664	-0.053773	-0.022633	0.051868	0.121296	-0.055878	0.072202	0.125771	-0.126156	-0.104961	0.163338	-0.114054	-0.168292	-0.016521	-0.081557	0.164791	-0.050614	0.01972	0.166147	0.02667	0.035932	0.027673	-0.043976	0.042957	-0.077611	-0.092089	0.065941	-0.060568	0.006548	0.066919	-0.018124	-0.032531	0.007594	0.044666	0.090022	-0.133174	-0.01256	-0.089007	-0.084598	-0.038226	0.10746	0.043996	0	0
group_5067	-0.125749	-0.13515	0.14662	0.014591	0.06652	-0.139647	-0.098003	0.108867	0.011767	0.047004	-0.176159	0.09094	0.098824	-0.153488	0.12739	0.006761	-0.103385	0.010544	-0.033121	-0.077648	0.042242	-0.007151	-0.038492	-0.09563	0.161905	0.075161	0.00401	0.090732	-0.086862	-0.023937	0.030918	0.110978	-0.114834	-0.0522	-0.102535	-0.02839	0.041292	0.066361	-0.017119	0.025607	-0.003472	0.02036	0.105395	0.030371	0.096919	0.102177	0.109125	-0.11026	0.025103	-0.045183	0.036489	-0.076645	-0.048975	-0.023745	0.119593	-0.018112	-0.028548	-0.171295	-0.179835	0.145381	-0.023233	0.051722	0.107585	-0.086731	-0.052706	0.020242	-0.098544	0.018886	0.038252	0.044451	-0.105239	0.162811	-0.022124	-0.063799	-0.072907	0.026342	0.184808	0.01193	0.101105	-0.04585	-0.015053	-0.049787	-0.084049	0.034066	-0.04018	0.010141	0.084563	0.08819	0.050479	-0.052638	0.026805	0.111616	0.042035	0.060284	0.018428	-0.008536	-0.04721	-0.029235	-0.060914	-0.038116	-0.038911	0.002894	0.032338	0.122533	-0.202205	-0.050001	0.037046	-0.126605	-0.070183	0.089153	-0.036222	-0.091777	-0.086021	0.113172	-0.156653	-0.035552	-0.032408	-0.184893	0.053839	-0.094859	0.045586	0.108161	0.04129	0.066649	-0.141912	0.151809	-0.124875	-0.027067	0	0
group_5068	-0.119558	-0.094864	-0.112771	0.070293	0.056964	0.12722	-0.135098	-0.068562	0.1802	-0.029775	-0.088819	0.032488	-0.064743	-0.001659	-0.023043	-0.012401	-0.017917	-0.160194	0.026848	-0.109206	0.163452	0.099648	-0.0692	0.126332	-0.020648	0.120703	0.036523	0.081312	-0.009509	-0.016385	0.040456	-0.09613	0.074465	-0.099569	-0.011479	0.022751	0.028013	0.010049	0.068565	-0.087107	-0.016618	-0.022258	-0.022475	0.040216	0.010934	-0.007314	-0.033558	-0.0184	-0.054668	0.020789	-0.005401	0.029436	-0.096745	0.066211	-0.176914	0.111903	-0.123585	-0.058305	-0.017852	-0.059823	0.09216	0.027147	-0.003143	-0.031779	0.009306	0.064185	-0.164745	0.195	-0.12018	0.001179	-0.136123	0.080078	0.006542	0.091855	-0.067516	-0.126823	-0.187114	-0.145487	-0.124045	-0.067724	-0.034945	0.062725	0.032628	0.048387	0.03506	0.072658	-0.105563	-0.18924	-0.068804	0.037544	-0.073627	-0.093635	0.090009	0.15109	-0.1213	-0.083115	-0.05071	-0.027211	0.003039	-0.035397	-0.083787	-0.090651	0.058752	0.137556	0.107019	-0.054514	-0.018741	-0.103573	0.049163	-0.015715	-0.112453	-0.015197	-0.034336	-0.034813	0.114316	0.074795	0.17797	0.069675	0.153279	-0.147322	0.035969	0.04897	-0.007126	-0.120207	-0.083586	-0.070372	0.117529	0.018632	0	0
group_5247	-0.024309	0.140058	0.098644	0.012827	0.029954	-0.148568	-0.112275	-0.047235	-0.011994	0.011821	0.086589	0.03166	-0.147884	-0.055236	-0.104083	-0.008691	0.081979	0.056562	0.035704	-0.04143	-0.038027	-0.006304	0.0321	-0.052309	-0.061847	0.164126	0.033406	0.025578	0.116706	-0.028494	0.014439	-0.041255	0.048953	-0.051654	0.068786	0.110708	0.033429	-0.128449	-0.143708	-0.142757	-0.006158	-0.006602	-0.013979	-0.157544	0.053765	0.012475	-0.139211	0.128772	-0.035878	-0.049727	0.065063	-0.040128	0.035931	-0.040589	-0.088482	0.017983	0.111152	0.00724	-0.12804	0.059558	0.006812	-0.007701	-0.047122	0.064622	-0.015384	-0.017429	-0.054976	0.090482	-0.039867	-0.107928	0.057216	0.014401	-0.096518	0.048519	0.142755	-0.007215	-0.065398	0.124761	0.042659	-0.133208	-0.022484	-0.161494	0.058268	0.106487	0.125418	-0.06224	-0.086137	-0.09771	0.128955	0.156943	-0.152936	-0.061199	-0.01836	-0.164424	0.158314	0.002964	0.142004	-0.153805	-0.070344	0.087726	0.002086	-0.14057	0.162701	0.128249	0.157612	-0.139526	-0.054541	-0.10258	0.087434	-0.142526	0.124683	-0.066206	0.086573	-0.003566	0.03585	-0.081161	0.052732	-0.130217	0.14927	-0.146939	0.042495	-0.004239	-0.09843	0.098443	-0.096977	0.041398	0.056299	0.153895	0	0
group_5572	0.137632	0.081537	0.158981	0.013436	0.061064	0.133343	0.138763	-0.09423	-0.159881	0.063633	0.140643	-0.09844	-0.03228	-0.133505	0.127383	0.054117	0.119771	-0.060509	-0.110508	-0.106315	-0.054843	-0.032732	0.117671	-0.105188	-0.120517	0.068972	0.009817	-0.056907	-0.057651	-0.006532	0.035106	0.171067	-0.106681	-0.106175	0.047253	-0.103211	0.084835	-0.030132	-0.021649	0.126029	0.062821	-0.08432	-0.078932	0.118404	0.002722	0.164021	-0.042596	0.09	-0.123885	0.034962	0.074044	0.042495	-0.028295	0.093548	-0.014986	0.05318	0.055365	-0.121074	-0.065537	0.022378	-0.037659	-0.051374	-0.035421	-0.051128	0.087254	0.074956	-0.025854	0.053045	-0.125031	-0.171809	0.109867	-0.076504	-0.060494	-0.038563	-0.053093	-0.082014	0.075382	0.132066	0.099879	0.044453	0.084912	0.089642	0.089798	0.004667	0.068497	0.058703	0.074021	-0.025749	-0.100122	-0.014172	-0.156645	-0.045721	0.084164	0.034064	-0.104688	-0.011056	0.132173	-0.025977	-0.172533	0.078776	0.096873	-0.143002	0.060252	-0.10734	-0.017928	-0.020007	0.04715	0.016461	0.152782	-0.146904	0.074766	-0.057431	0.014927	0.050832	-0.009443	0.043362	0.056629	0.034601	0.029025	-0.095201	0.176599	-0.082787	-0.160756	0.097114	0.050389	0.082446	0.114486	0.112442	0	0
group_5967	0.032171	-0.076489	-0.032233	0.133737	-0.042629	0.116242	-0.076433	0.00266	-0.0638	-0.017255	-0.014294	-0.158109	-0.001407	0.078841	-0.082416	0.016874	-0.060654	-0.082048	0.098981	-0.067009	0.005276	-0.032159	-0.025432	-0.135631	-0.157974	-0.064179	-0.029919	0.069261	-0.001828	0.063143	0.089261	0.164335	-0.038745	-0.037556	0.052632	-0.046812	0.003269	-0.0557	0.02645	0.007715	-0.017827	-0.075325	-0.105887	0.037499	0.160141	-0.08943	-0.158483	0.065444	0.003374	-0.01874	-0.141009	-0.055736	0.073364	0.024626	0.044442	0.024852	0.056148	-0.049736	-0.029965	-0.045848	0.12522	-0.007067	-0.017204	-0.063441	0.098857	0.118589	0.017897	-0.015512	-0.002469	-0.041957	-0.117036	0.134431	-0.004988	0.073277	0.111251	-0.049378	0.051181	-0.059568	0.082189	0.08675	0.00692	-0.099691	0.058072	0.08085	0.026057	0.038221	0.141682	0.101438	-0.017515	-0.029814	0.024664	0.002614	-0.115827	-0.121035	0.077386	0.109777	0.018694	-0.038877	-0.149534	0.020438	-0.002188	0.004756	0.076941	-0.029523	-0.024924	-0.083831	-0.006931	-0.002131	-0.104672	-0.093405	0.019739	0.0966	-0.075044	0.166223	0.01127	-0.058551	0.001409	-0.017471	0.120277	0.086175	-0.076639	0.140714	-0.156967	0.014814	-0.053121	-0.057391	0.037143	0.081365	0	0
